name,description,cpf,online,duration,unit,level,degree,category,subcategory,organism,cities,price
Coordinateur de projets socio-culturels - En alternance,"<p>Pour occuper les fonctions de coordinateur de projets socioculturels, il faut avoir un bon sens du relationnel et de l&rsquo;organisation. Mais ce n&rsquo;est pas tout. D&rsquo;autres comp&eacute;tences et connaissances sont requises pour exercer ce m&eacute;tier au sein d&rsquo;une structure publique, priv&eacute;e ou associative.</p>
<p>Nous vous proposons une formation individuelle au DEJEPS ASEC (Animation socio-&eacute;ducative ou culturelle) avec mention DPTR ou AS et &agrave; la licence Sciences de l&rsquo;&eacute;ducation (UPEC). Si vous r&eacute;ussissez vos examens, vous validez donc deux dipl&ocirc;mes, qui sont recherch&eacute;s par diverses structures, dont des centres sociaux, des h&ocirc;pitaux, des maisons de retraite, des entreprises de l&rsquo;&eacute;conomie sociale et solidaire, des collectivit&eacute;s territoriales &hellip;etc. Ainsi, avec votre DEJEPS ASEC mention DPTR ou AS et votre licence, vous pouvez directement entrer dans la vie active, d&rsquo;autant que dans ce secteur d&rsquo;activit&eacute;, les offres d&rsquo;emploi &agrave; pourvoir sont nombreuses.</p>",checked,face to face,18,Month,"Être titulaire : D'un BPJEPS, Ou d’un diplôme de niveau 4 enregistré au répertoire national des certifications professionnelles dont ceux de l'animation, Ou : Justifier de 24 mois d’activités professionnelles ou bénévoles correspondant à 1600 heures minimum.",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Directeur d'établissement socioculturel,"<p>Le poste de directeur d&rsquo;&eacute;tablissement socio-culturel vous int&eacute;resse pour la poursuite de votre carri&egrave;re professionnelle ? Notre &eacute;quipe vous propose une formation qui vous pr&eacute;pare &agrave; deux dipl&ocirc;mes : le dipl&ocirc;me d&rsquo;Etat sup&eacute;rieur de la jeunesse, de l&rsquo;&eacute;ducation populaire et du sport (DESJEPS) avec mention Animation socio-&eacute;ducative ou culturelle (ASEC) et le master 1 et 2 Intervention et d&eacute;veloppement social. Tous deux vous permettent d&rsquo;acc&eacute;der &agrave; ce poste aux missions vari&eacute;es.</p>
<p>Lors de votre formation, vous &ecirc;tes pr&eacute;par&eacute; aux futures responsabilit&eacute;s qui vous incomberont et &agrave; des fonctions de direction. Une fois votre DESJEPS ASEC et votre master valid&eacute;s, vous pouvez travailler dans diff&eacute;rentes structures telles qu&rsquo;un centre social et une MJC, dans le secteur associatif, dans le priv&eacute; ou dans la fonction publique.&nbsp;</p>",checked,face to face,20,Month,Être titulaire : d'un DEJEPS spécialité « Animation socio-éducative ou Culturelle » ou d’un diplôme de niveau 5 enregistré au répertoire national des certifications professionnelles dont ceux de l'animation - Ou : justifier de 36 mois d'activités professionnelles ou bénévoles correspondant à 2400 heures minimum.,Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Directeur d'établissement socioculturel - En alternance,"<p>Le poste de directeur d&rsquo;&eacute;tablissement socio-culturel vous int&eacute;resse pour la poursuite de votre carri&egrave;re professionnelle ? Notre &eacute;quipe vous propose une formation qui vous pr&eacute;pare &agrave; deux dipl&ocirc;mes : le dipl&ocirc;me d&rsquo;Etat sup&eacute;rieur de la jeunesse, de l&rsquo;&eacute;ducation populaire et du sport (DESJEPS) avec mention Animation socio-&eacute;ducative ou culturelle (ASEC) et le master 1 et 2 Intervention et d&eacute;veloppement social. Tous deux vous permettent d&rsquo;acc&eacute;der &agrave; ce poste aux missions vari&eacute;es.</p>
<p>Lors de votre formation, vous &ecirc;tes pr&eacute;par&eacute; aux futures responsabilit&eacute;s qui vous incomberont et &agrave; des fonctions de direction. Une fois votre DESJEPS ASEC et votre master valid&eacute;s, vous pouvez travailler dans diff&eacute;rentes structures telles qu&rsquo;un centre social et une MJC, dans le secteur associatif, dans le priv&eacute; ou dans la fonction publique.&nbsp;</p>",checked,face to face,20,Month,Être titulaire : d'un DEJEPS spécialité « Animation socio-éducative ou Culturelle » ou d’un diplôme de niveau 5 enregistré au répertoire national des certifications professionnelles dont ceux de l'animation - Ou : justifier de 36 mois d'activités professionnelles ou bénévoles correspondant à 2400 heures minimum.,Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Champs-sur-Marne,0
Animateur socio-culturel - BPJEPS LTP,"<p>Le BPJEPS (sp&eacute;cialit&eacute; Animateur) mention Loisirs Tous Publics vous permet d&rsquo;occuper le poste d&rsquo;animateur.trice. &Agrave; ce titre, vous &ecirc;tes amen&eacute; &agrave; encadrer tout type de public dans une structure au sein de laquelle vous &eacute;laborez diff&eacute;rents projets d'animation. Vous vous occupez du pilotage d&rsquo;actions &eacute;ducatives et de fa&ccedil;on ponctuelle ou r&eacute;guli&egrave;re, de la direction d'accueuils de loisirs et/ou de s&eacute;jours de vacances dont vous &ecirc;tes responsable.</p>
<p>Votre activit&eacute; s&rsquo;exerce en autonomie &agrave; l&rsquo;aide de supports techniques et en respectant la limite de cadres r&eacute;glementaires. Vous avez &eacute;galement pour mission la s&eacute;curit&eacute; des personnes dont vous avez la charge.</p>
<p>De m&ecirc;me, vous devez int&eacute;grer &agrave; votre travail les d&eacute;marches d&rsquo;&eacute;ducation &agrave; la citoyennet&eacute;, de pr&eacute;vention et de d&eacute;veloppement durable. Avec le BPJEPS, sp&eacute;cialit&eacute; animateur.trice&nbsp;- mention Loisirs tous publics, vous &ecirc;tes capable d&rsquo;encadrer des activit&eacute;s de d&eacute;couverte, d&rsquo;&eacute;ducation et d&rsquo;animation, et d&rsquo;aider des personnes &agrave; se familiariser avec le num&eacute;rique et &agrave; l&rsquo;utiliser. Enfin, vous travaillez en &eacute;quipe et en lien avec diff&eacute;rents partenaires.</p>",checked,face to face,,,"Attestation(s) de formation relative au secourisme (Psc1, AFPS, PSEI , PSE2, AFGSU, SST en cours de validitAttestation(s) établies par la ou les structures d'accueil justifiant d'une expérience d'animateur(trice) professionnel(le) ou non professionnel(le) auprès de tout public d'une durée minimale de 200h ou justifier de l'obtention de certains diplômes",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,"Nogent-sur-Marne, Pau",0
Animateur socio-culturel - BPJEPS LTP en alternance,"<p>Le BPJEPS (sp&eacute;cialit&eacute; Animateur) mention Loisirs Tous Publics vous permet d&rsquo;occuper le poste d&rsquo;animateur.trice. &Agrave; ce titre, vous &ecirc;tes amen&eacute; &agrave; encadrer tout type de public dans une structure au sein de laquelle vous &eacute;laborez diff&eacute;rents projets d'animation. Vous vous occupez du pilotage d&rsquo;actions &eacute;ducatives et de fa&ccedil;on ponctuelle ou r&eacute;guli&egrave;re, de la direction d'accueuils de loisirs et/ou de s&eacute;jours de vacances dont vous &ecirc;tes responsable.</p>
<p>Votre activit&eacute; s&rsquo;exerce en autonomie &agrave; l&rsquo;aide de supports techniques et en respectant la limite de cadres r&eacute;glementaires. Vous avez &eacute;galement pour mission la s&eacute;curit&eacute; des personnes dont vous avez la charge.</p>
<p>De m&ecirc;me, vous devez int&eacute;grer &agrave; votre travail les d&eacute;marches d&rsquo;&eacute;ducation &agrave; la citoyennet&eacute;, de pr&eacute;vention et de d&eacute;veloppement durable. Avec le BPJEPS, sp&eacute;cialit&eacute; animateur.trice&nbsp;- mention Loisirs tous publics, vous &ecirc;tes capable d&rsquo;encadrer des activit&eacute;s de d&eacute;couverte, d&rsquo;&eacute;ducation et d&rsquo;animation, et d&rsquo;aider des personnes &agrave; se familiariser avec le num&eacute;rique et &agrave; l&rsquo;utiliser. Enfin, vous travaillez en &eacute;quipe et en lien avec diff&eacute;rents partenaires.</p>",checked,face to face,,,"Attestation(s) de formation relative au secourisme (Psc1, AFPS, PSEI , PSE2, AFGSU, SST en cours de validitAttestation(s) établies par la ou les structures d'accueil justifiant d'une expérience d'animateur(trice) professionnel(le) ou non professionnel(le) auprès de tout public d'une durée minimale de 200h ou justifier de l'obtention de certains diplômes",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,"Clermont-Ferrand, Nogent-sur-Marne",0
Animateur social - BPJEPS AS,"<p>Une fois titulaire de votre BPJEPS AS, vous &ecirc;tes reconnu.e&nbsp;comme &eacute;tant un.e&nbsp;professionnel.e&nbsp;de l&rsquo;animation sociale. Lors de votre travail, vous assurez la s&eacute;curit&eacute; des publics dont vous avez la charge. De m&ecirc;me, vous encadrez diverses activit&eacute;s, de d&eacute;couverte et d&rsquo;&eacute;ducation notamment.</p>
<p>Gr&acirc;ce &agrave; votre formation au BPJEPS AS, vous savez concevoir et piloter des projets de d&eacute;veloppement de la relation sociale, de l&rsquo;insertion ou de l&rsquo;autonomie. Dans le cadre de votre travail, vous proposez &eacute;galement des animations adapt&eacute;es aux personnes dont vous vous occupez.</p>
<p>Vous travaillez en autonomie, &agrave; l&rsquo;aide d&rsquo;outils techniques tout en &eacute;tant en contact avec les autres membres de votre &eacute;quipe. Souvent, vous intervenez aupr&egrave;s d&rsquo;un public dit fragilis&eacute; et vous devez toujours agir dans les limites des cadres r&eacute;glementaires.</p>",checked,face to face,12,Month,"Attestation(s) de formation relative au secourisme (Psc1, AFPS, PSEI , PSE2, AFGSU, SST en cours de validitAttestation(s) établies par la ou les structures d'accueil justifiant d'une expérience d'animateur(trice) professionnel(le) ou non professionnel(le) auprès de tout public d'une durée minimale de 200h ou justifier de l'obtention de certains diplômes",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,"Champs-sur-Marne, Clermont-Ferrand",0
Animateur social - BPJEPS AS en alternance,"<p>Une fois titulaire de votre BPJEPS AS, vous &ecirc;tes reconnu.e&nbsp;comme &eacute;tant un.e&nbsp;professionnel.e&nbsp;de l&rsquo;animation sociale. Lors de votre travail, vous assurez la s&eacute;curit&eacute; des publics dont vous avez la charge. De m&ecirc;me, vous encadrez diverses activit&eacute;s, de d&eacute;couverte et d&rsquo;&eacute;ducation notamment.</p>
<p>Gr&acirc;ce &agrave; votre formation au BPJEPS AS, vous savez concevoir et piloter des projets de d&eacute;veloppement de la relation sociale, de l&rsquo;insertion ou de l&rsquo;autonomie. Dans le cadre de votre travail, vous proposez &eacute;galement des animations adapt&eacute;es aux personnes dont vous vous occupez.</p>
<p>Vous travaillez en autonomie, &agrave; l&rsquo;aide d&rsquo;outils techniques tout en &eacute;tant en contact avec les autres membres de votre &eacute;quipe. Souvent, vous intervenez aupr&egrave;s d&rsquo;un public dit fragilis&eacute; et vous devez toujours agir dans les limites des cadres r&eacute;glementaires.</p>",checked,face to face,12,Month,"Attestation(s) de formation relative au secourisme (Psc1, AFPS, PSEI , PSE2, AFGSU, SST en cours de validitAttestation(s) établies par la ou les structures d'accueil justifiant d'une expérience d'animateur(trice) professionnel(le) ou non professionnel(le) auprès de tout public d'une durée minimale de 200h ou justifier de l'obtention de certains diplômes",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,"Champs-sur-Marne, Clermont-Ferrand",0
Licence Coordination d'Etablissements et de Services pour Personnes Agées (CESPA),"<p>La Licence Coordination d'Etablissements et de Services pour Personnes Ag&eacute;es forme le stagiaire aux missions d&rsquo;encadrement dans le secteur de la g&eacute;rontologie. Cette formation est co-construite par l'Universit&eacute; Paris Est Cr&eacute;teil (Upec)&nbsp;et l'INFA. Fortes d&rsquo;une comp&eacute;tence ancienne et reconnue en g&eacute;rontologie, les deux partenaires proposent, depuis plus de 10 ans, une fili&egrave;re sp&eacute;cialis&eacute;e en g&eacute;rontologie pour mieux r&eacute;pondre aux besoins de qualification des professionnels d&rsquo;un secteur en constante &eacute;volution. La licence propose une approche pluridisciplaine alliant l'apport des sciences humaines et des sciences de gestion.&nbsp;Il s'agit de permettre aux apprenants de d&eacute;velopper une vision humaniste du vieillissement et un esprit r&eacute;flexif gr&acirc;ce &agrave; un socle de culture g&eacute;rontologique, ainsi que de maitriser la l&eacute;gislation, les &eacute;volutions du secteur et les m&eacute;canismes de gestion financi&egrave;res, comp&eacute;tences indissociables &agrave; ce type de poste.</p>
<p>A l&rsquo;issue de sa formation, il peut assurer des fonctions de coordination dans le respect de l&rsquo;humain et de la l&eacute;gislation en vigueur. Le titulaire d&rsquo;une licence ma&icirc;trise &eacute;galement les m&eacute;canismes de gestion financi&egrave;re indissociables &agrave; ce type de poste. Il poss&egrave;de toutes les comp&eacute;tences n&eacute;cessaires pour manager des &eacute;quipes et cr&eacute;er une relation de confiance avec les personnes &acirc;g&eacute;es et les familles.</p>",checked,face to face,11,Month,"Professionnels des secteurs sanitaire, social ou médico-social souhaitant monter en compétences, Étudiants désirant se former aux missions d'encadrement dans le secteur gérontologique, Pré-requis : avoir validé un diplôme de niveau Bac+2 et/ou faire valoir une expérience professionnelle d'au moins 3 ans avec le public concerné (VAAP).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Val de Fontenay,0
Licence CESPA en alternance,"<p>La Licence Coordination d'Etablissements et de Services pour Personnes Ag&eacute;es forme le stagiaire aux missions d&rsquo;encadrement dans le secteur de la g&eacute;rontologie. Cette formation est co-construite par l'Universit&eacute; Paris Est Cr&eacute;teil (Upec)&nbsp;et l'INFA. Fortes d&rsquo;une comp&eacute;tence ancienne et reconnue en g&eacute;rontologie, les deux partenaires proposent, depuis plus de 10 ans, une fili&egrave;re sp&eacute;cialis&eacute;e en g&eacute;rontologie pour mieux r&eacute;pondre aux besoins de qualification des professionnels d&rsquo;un secteur en constante &eacute;volution. La licence propose une approche pluridisciplaine alliant l'apport des sciences humaines et des sciences de gestion.&nbsp;Il s'agit de permettre aux apprenants de d&eacute;velopper une vision humaniste du vieillissement et un esprit r&eacute;flexif gr&acirc;ce &agrave; un socle de culture g&eacute;rontologique, ainsi que de maitriser la l&eacute;gislation, les &eacute;volutions du secteur et les m&eacute;canismes de gestion financi&egrave;res, comp&eacute;tences indissociables &agrave; ce type de poste.</p>
<p>A l&rsquo;issue de sa formation, il peut assurer des fonctions de coordination dans le respect de l&rsquo;humain et de la l&eacute;gislation en vigueur. Le titulaire d&rsquo;une licence ma&icirc;trise &eacute;galement les m&eacute;canismes de gestion financi&egrave;re indissociables &agrave; ce type de poste. Il poss&egrave;de toutes les comp&eacute;tences n&eacute;cessaires pour manager des &eacute;quipes et cr&eacute;er une relation de confiance avec les personnes &acirc;g&eacute;es et les familles.</p>",checked,face to face,11,Month,"Professionnels des secteurs sanitaire, social ou médico-social souhaitant monter en compétences, Étudiants désirant se former aux missions d'encadrement dans le secteur gérontologique, Pré-requis : avoir validé un diplôme de niveau Bac+2 et/ou faire valoir une expérience professionnelle d'au moins 3 ans avec le public concerné (VAAP).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Val de Fontenay,0
Master Direction d'Etablissements et de Services pour Personnes Agées (DESPA),"<p>Le Master Intervention et D&eacute;veloppement Social parcours Direction d'&Eacute;tablissements et de Services pour Personnes &Acirc;g&eacute;es forme le stagiaire aux missions d&rsquo;encadrement dans le secteur de la g&eacute;rontologie, permettant au stagiaire d'acqu&eacute;rir une vision strat&eacute;gique des pratiques d'encadrement. Il s'agit de permettre aux apprenants de d&eacute;velopper une vision humaniste du vieillissement et un esprit r&eacute;flexif gr&acirc;ce &agrave; un socle de culture g&eacute;rontologique, ainsi que de maitriser la l&eacute;gislation, les &eacute;volutions du secteur et les m&eacute;canismes de gestion financi&egrave;res, comp&eacute;tences indissociables &agrave; ce type de poste.</p>
<p>Cette formation est co-construite par l'Universit&eacute; Paris Est Cr&eacute;teil (Upec)&nbsp;et l'INFA.</p>
<p>Fortes d&rsquo;une comp&eacute;tence ancienne et reconnue en g&eacute;rontologie, les deux partenaires proposent, depuis plus de 10 ans, une fili&egrave;re sp&eacute;cialis&eacute;e en g&eacute;rontologie pour mieux r&eacute;pondre aux besoins de qualification des professionnels d&rsquo;un secteur en constante &eacute;volution.</p>",checked,face to face,20,Month,"Avoir obtenu un Bac+3 ou valorisation d’une expérience de trois ans en lien avec le diplôme dans le secteur sanitaire, social ou médico-social (VAAP).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Val de Fontenay,0
Master (DESPA) en alternance,"<p>Le Master Intervention et D&eacute;veloppement Social parcours Direction d'&Eacute;tablissements et de Services pour Personnes &Acirc;g&eacute;es forme le stagiaire aux missions d&rsquo;encadrement dans le secteur de la g&eacute;rontologie, permettant au stagiaire d'acqu&eacute;rir une vision strat&eacute;gique des pratiques d'encadrement. Il s'agit de permettre aux apprenants de d&eacute;velopper une vision humaniste du vieillissement et un esprit r&eacute;flexif gr&acirc;ce &agrave; un socle de culture g&eacute;rontologique, ainsi que de maitriser la l&eacute;gislation, les &eacute;volutions du secteur et les m&eacute;canismes de gestion financi&egrave;res, comp&eacute;tences indissociables &agrave; ce type de poste.</p>
<p>Cette formation est co-construite par l'Universit&eacute; Paris Est Cr&eacute;teil (Upec)&nbsp;et l'INFA.</p>
<p>Fortes d&rsquo;une comp&eacute;tence ancienne et reconnue en g&eacute;rontologie, les deux partenaires proposent, depuis plus de 10 ans, une fili&egrave;re sp&eacute;cialis&eacute;e en g&eacute;rontologie pour mieux r&eacute;pondre aux besoins de qualification des professionnels d&rsquo;un secteur en constante &eacute;volution.</p>",checked,face to face,20,Month,"Avoir obtenu un Bac+3 ou valorisation d’une expérience de trois ans en lien avec le diplôme dans le secteur sanitaire, social ou médico-social (VAAP).",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Santé & Social,,Infa,Val de Fontenay,0
BTS Tourisme en alternance,"<p>Le.la titulaire d&rsquo;un BTS Tourisme accompagne ses clients fran&ccedil;ais et &eacute;trangers dans la pr&eacute;paration de leurs voyages en leur &eacute;laborant un programme sur-mesure ou en leur vendant des prestations. Il.elle les accueille, les informe et les conseille.&nbsp;</p>
<p>Il.elle s&rsquo;occupe &eacute;galement de la cr&eacute;ation et de la promotion d&rsquo;offres touristiques, ainsi que du suivi commercial de ses ventes.</p>
<p>Dans le cadre de son travail, il.elle est aussi amen&eacute; &agrave; collecter, traiter et diffuser des informations en lien avec le secteur du tourisme.</p>",checked,face to face,19,Month,"Titulaire d'un baccalauréat (général, technologique, professionnel) ou équivalent, Niveau B2 en anglais ainsi que dans une autre langue européenne : espagnol ou allemand",BTS,Tourisme,,Infa,"Champs-sur-Marne, Pau",0
License 3 Tourisme et Evénementiel spéc. Organisation d’Evénements GP en alternance,"<p>Vous contribuez au d&eacute;veloppement de l&rsquo;attractivit&eacute; d&rsquo;un secteur g&eacute;ographique, d'une activit&eacute; de loisirs culturelle ou sportive. Vous concevez, pr&eacute;parez et organisez des manifestations r&eacute;pondant aux attentes de publics vari&eacute;s. Vous pouvez vous sp&eacute;cialiser dans le tourisme d'affaires (secteur en pleine croissance pour lequel vous organisez des manifestations destin&eacute;es &agrave; une cible professionelle) ou dans les &eacute;v&eacute;nements grands publics au travers de projets tr&egrave;s vari&eacute;s expositions, mariages, r&eacute;ceptions, circuits de visite, animations locales, festival, spectacles, galas, salons grand public &hellip; Vous coordonnez toutes les &eacute;tapes permettant de r&eacute;aliser les &eacute;v&eacute;nements Lors de votre licence, vous apprenez donc &agrave; r&eacute;aliser des op&eacute;rations de communication pour une structure ou pour des clients, en tenant compte d&rsquo;un budget et d&rsquo;un cahier des charges.</p>",checked,face to face,11,Month,"BAC+ 2 validé au plus tard à la signature du contrat en alternance,, Pratique courante de l'outil bureautique, Expérience dans le monde de l'entreprise, Bonne culture générale et qualité d'expression écrite et orale.",License 3,Communication,,Infa,Champs-dur-Marne,0
Master Ingénierie et Conduite de Projets Evénementiels en alternance,"<p>Le.la&nbsp;responsable de projet &eacute;v&eacute;nementiel est en mesure d&rsquo;organiser des &eacute;v&eacute;nements dans des secteurs vari&eacute;s (sport, culture, art, communication &hellip;).</p>
<p>Vos missions sont diverses, elles concernent aussi bien la conception, la mise en &oelig;uvre et le pilotage de projets que l&rsquo;&eacute;valuation des actions r&eacute;alis&eacute;es, la gestion des budgets et la promotion des manifestations.</p>
<p>Le management d&rsquo;&eacute;quipe et la gestion de la logistique font aussi partie de vos attributions.</p>
<p>L&rsquo;objectif du Master Ing&eacute;nierie et Conduite de Projets Ev&eacute;nementiels est de former des futurs cadres, des chefs de projets et des responsables de service &eacute;v&eacute;nementiel.</p>
<p>Les m&eacute;tiers accessibles via ce Master Ing&eacute;nierie et Conduite de Projets Ev&eacute;nementiels n&eacute;cessitent de ma&icirc;triser l&rsquo;anglais et d&rsquo;avoir une bonne culture g&eacute;n&eacute;rale.</p>",checked,face to face,23,Month,"Un diplôme de niveau BAC+3 reconnu au RNCP est nécessaire. Une demande d'équivalence est possible (les délais sont d'environ 2 mois). Il est nécessaire d'avoir : Aisance en communication écrite, Bon niveau d'anglais, Sens de l'organisation,Créativité.",Master,Communication,,Infa,Champs-dur-Marne,0
Responsable d'établissement touristique - Titre professionnel en alternance,"<p>Le (la) Responsable d'Etablissement Touristique dirige, coordonne, commercialise et g&egrave;re l'ensemble des prestations et services d'un &eacute;tablissement touristique tels que les h&ocirc;tels, h&ocirc;tels clubs, les campings, les r&eacute;sidences de tourisme, les villages de vacances, les parcs et structures de loisirs avec h&eacute;bergement int&eacute;gr&eacute;s. Il/Elle organise l&rsquo;accueil des clients et g&egrave;re les services d&rsquo;h&eacute;bergement, de r&eacute;ception et d&rsquo;entretien maintenance. En fonction de l&rsquo;&eacute;tablissement et de ses prestations, il/elle peut g&egrave;re les services de restauration, de bar, d&rsquo;animation. Il (elle) est porteur(euse) de l'image de l&rsquo;entreprise et contribue &agrave; sa notori&eacute;t&eacute;. Le responsable d&rsquo;&eacute;tablissement touristique g&egrave;re un &eacute;tablissement&nbsp;recevant du public, il/elle est donc &agrave; ce titre garant de la s&eacute;curit&eacute; des biens, des clients et du personnel.</p>
<p>Dans le cadre des actions commerciales, du recrutement et de la relation directe avec une client&egrave;le &eacute;trang&egrave;re, le (la) responsable d'&eacute;tablissement touristique s'exprime r&eacute;guli&egrave;rement en anglais.</p>",checked,face to face,,,"Niveau Bac à Bac + 2 minimun et/ou avoir une expérience dans le secteur de la restauration, l'hébergement, la réception ou l'animation, de préférence sur des postes à responsabilité, Maîtrise de l'outil informatique et en bureautique (word, excel, messagerie, espace de stockage), Niveau B2 en anglais requis",Vous recevrez à l’issue de votre parcours une attestation de fin de formation qui précise l'ensemble des compétences et connaissances  acquises durant la formation.,Tourisme,,Infa,Carcans,0
PAO Adobe Illustrator,"<p>Formation PAO adobe Illustrator. Soyez autonome dans la cr&eacute;ation de logo, trac&eacute;s vectoriels pr&eacute;cis (dessins, sch&eacute;mas, images...). Int&eacute;grez des illustrations dans un montage PAO. Obtenez la certification PCIE &agrave; la fin de votre formation.</p>
<p><em>(Acc&egrave;s illimit&eacute; &agrave; notre Plateforme e-learning durant toute la dur&eacute;e de la formation. Assistance par mail et t&eacute;l&eacute;phone. Coach personnel d&eacute;di&eacute;)</em></p>",checked,online,5,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,990
PAO Adobe Illustrator,"<p>Formation PAO adobe Illustrator. Soyez autonome dans la cr&eacute;ation de logo, trac&eacute;s vectoriels pr&eacute;cis (dessins, sch&eacute;mas, images...). Int&eacute;grez des illustrations dans un montage PAO. Obtenez la certification PCIE &agrave; la fin de votre formation.</p>
<p><em>(Acc&egrave;s illimit&eacute; &agrave; notre Plateforme e-learning durant toute la dur&eacute;e de la formation. Assistance par mail et t&eacute;l&eacute;phone. Coach personnel d&eacute;di&eacute;)</em></p>",checked,online,15,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,1990
PAO Adobe Illustrator,"<p>Formation PAO adobe Illustrator. Soyez autonome dans la cr&eacute;ation de logo, trac&eacute;s vectoriels pr&eacute;cis (dessins, sch&eacute;mas, images...). Int&eacute;grez des illustrations dans un montage PAO. Obtenez la certification PCIE &agrave; la fin de votre formation.</p>
<p><em>(Acc&egrave;s illimit&eacute; &agrave; notre Plateforme e-learning durant toute la dur&eacute;e de la formation. Assistance par mail et t&eacute;l&eacute;phone. Coach personnel d&eacute;di&eacute;)</em></p>",checked,online,25,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,2990
PAO Adobe Photoshop,"<p>Formation Pao Adobe Photoshop pour la retouche d'images et la cr&eacute;ation graphique.<span class=""Apple-converted-space"">&nbsp;</span></p>
<p><em>(Obtenez la certification PCIE &agrave; la fin de votre formation. Modules personnalis&eacute;e en fonction du niveau et des objectifs. Acc&egrave;s illimit&eacute; &agrave; la Plateforme E-learning durant toute la dur&eacute;e de la formation + assistance par mail et t&eacute;l&eacute;phone + Coach Personnel d&eacute;di&eacute;)</em></p>
<p><span>&nbsp;</span></p>",checked,online,5,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,990
PAO Adobe Photoshop,"<p>Formation Pao Adobe Photoshop pour la retouche d'images et la cr&eacute;ation graphique.<span class=""Apple-converted-space"">&nbsp;</span></p>
<p><em>(Obtenez la certification PCIE &agrave; la fin de votre formation. Modules personnalis&eacute;e en fonction du niveau et des objectifs. Acc&egrave;s illimit&eacute; &agrave; la Plateforme E-learning durant toute la dur&eacute;e de la formation + assistance par mail et t&eacute;l&eacute;phone + Coach Personnel d&eacute;di&eacute;)</em></p>
<p><span>&nbsp;</span></p>",checked,online,15,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,1990
